subject,trial,blink,pupil,IP_START_TIME,sample_message,TIMESTAMP,trial,time
BZ4min,1,0,760.5,175027414,NA,175070464,1,43050
BZ4min,1,0,762,175027414,NA,175070466,1,43052
BZ4min,1,0,764.5,175027414,NA,175070468,1,43054
BZ4min,1,0,765.5,175027414,NA,175070470,1,43056
BZ4min,1,0,765,175027414,NA,175070472,1,43058
BZ4min,1,0,766.5,175027414,NA,175070474,1,43060
BZ4min,1,0,769,175027414,NA,175070476,1,43062
BZ4min,1,0,769,175027414,NA,175070478,1,43064
BZ4min,1,0,769.5,175027414,NA,175070480,1,43066
BZ4min,1,0,772,175027414,NA,175070482,1,43068
BZ4min,1,0,774.5,175027414,NA,175070484,1,43070
BZ4min,1,0,775,175027414,NA,175070486,1,43072
BZ4min,1,0,776.5,175027414,NA,175070488,1,43074
BZ4min,1,0,778,175027414,NA,175070490,1,43076
BZ4min,1,0,777.5,175027414,NA,175070492,1,43078
BZ4min,1,0,777,175027414,NA,175070494,1,43080
BZ4min,1,0,778,175027414,NA,175070496,1,43082
BZ4min,1,0,779.5,175027414,NA,175070498,1,43084
BZ4min,1,0,780,175027414,NA,175070500,1,43086
BZ4min,1,0,782.5,175027414,NA,175070502,1,43088
BZ4min,1,0,782.5,175027414,NA,175070504,1,43090
BZ4min,1,0,783.5,175027414,NA,175070506,1,43092
BZ4min,1,0,788,175027414,NA,175070508,1,43094
BZ4min,1,0,788.5,175027414,NA,175070510,1,43096
BZ4min,1,0,788.5,175027414,NA,175070512,1,43098
BZ4min,1,0,788.5,175027414,NA,175070514,1,43100
BZ4min,1,0,790,175027414,NA,175070516,1,43102
BZ4min,1,0,791,175027414,NA,175070518,1,43104
BZ4min,1,0,792.5,175027414,NA,175070520,1,43106
BZ4min,1,0,793,175027414,NA,175070522,1,43108
BZ4min,1,0,793.5,175027414,NA,175070524,1,43110
BZ4min,1,0,794,175027414,NA,175070526,1,43112
BZ4min,1,0,797,175027414,NA,175070528,1,43114
BZ4min,1,0,797.5,175027414,NA,175070530,1,43116
BZ4min,1,0,797.5,175027414,NA,175070532,1,43118
BZ4min,1,0,799,175027414,NA,175070534,1,43120
BZ4min,1,0,801,175027414,NA,175070536,1,43122
BZ4min,1,0,804,175027414,NA,175070538,1,43124
BZ4min,1,0,805,175027414,NA,175070540,1,43126
BZ4min,1,0,805,175027414,NA,175070542,1,43128
BZ4min,1,0,805,175027414,NA,175070544,1,43130
BZ4min,1,0,806,175027414,NA,175070546,1,43132
BZ4min,1,0,805.5,175027414,NA,175070548,1,43134
BZ4min,1,0,806,175027414,NA,175070550,1,43136
BZ4min,1,0,807,175027414,NA,175070552,1,43138
BZ4min,1,0,809.5,175027414,NA,175070554,1,43140
BZ4min,1,0,811,175027414,NA,175070556,1,43142
BZ4min,1,0,812,175027414,NA,175070558,1,43144
BZ4min,1,0,811,175027414,NA,175070560,1,43146
BZ4min,1,0,810,175027414,NA,175070562,1,43148
BZ4min,1,0,812.5,175027414,NA,175070564,1,43150
BZ4min,1,0,814,175027414,NA,175070566,1,43152
BZ4min,1,0,815.5,175027414,NA,175070568,1,43154
BZ4min,1,0,815.5,175027414,NA,175070570,1,43156
BZ4min,1,0,819,175027414,NA,175070572,1,43158
BZ4min,1,0,821,175027414,NA,175070574,1,43160
BZ4min,1,0,820,175027414,NA,175070576,1,43162
BZ4min,1,0,819.5,175027414,NA,175070578,1,43164
BZ4min,1,0,818.5,175027414,NA,175070580,1,43166
BZ4min,1,0,820,175027414,NA,175070582,1,43168
BZ4min,1,0,821.5,175027414,NA,175070584,1,43170
BZ4min,1,0,822.5,175027414,NA,175070586,1,43172
BZ4min,1,0,823,175027414,NA,175070588,1,43174
BZ4min,1,0,823,175027414,NA,175070590,1,43176
BZ4min,1,0,823.5,175027414,NA,175070592,1,43178
BZ4min,1,0,824,175027414,NA,175070594,1,43180
BZ4min,1,0,825.5,175027414,NA,175070596,1,43182
BZ4min,1,0,828.5,175027414,NA,175070598,1,43184
BZ4min,1,0,828.5,175027414,NA,175070600,1,43186
BZ4min,1,0,829.5,175027414,NA,175070602,1,43188
BZ4min,1,0,830.5,175027414,NA,175070604,1,43190
BZ4min,1,0,831.5,175027414,NA,175070606,1,43192
BZ4min,1,0,832.5,175027414,NA,175070608,1,43194
BZ4min,1,0,834,175027414,NA,175070610,1,43196
BZ4min,1,0,834.5,175027414,NA,175070612,1,43198
BZ4min,1,0,832.5,175027414,NA,175070614,1,43200
BZ4min,1,0,831.5,175027414,NA,175070616,1,43202
BZ4min,1,0,831.5,175027414,NA,175070618,1,43204
BZ4min,1,0,832.5,175027414,NA,175070620,1,43206
BZ4min,1,0,834.5,175027414,NA,175070622,1,43208
BZ4min,1,0,835,175027414,NA,175070624,1,43210
BZ4min,1,0,836,175027414,NA,175070626,1,43212
BZ4min,1,0,837,175027414,NA,175070628,1,43214
BZ4min,1,0,837.5,175027414,NA,175070630,1,43216
BZ4min,1,0,836,175027414,NA,175070632,1,43218
BZ4min,1,0,836.5,175027414,NA,175070634,1,43220
BZ4min,1,0,835.5,175027414,NA,175070636,1,43222
BZ4min,1,0,834,175027414,NA,175070638,1,43224
BZ4min,1,0,836.5,175027414,NA,175070640,1,43226
BZ4min,1,0,835,175027414,NA,175070642,1,43228
BZ4min,1,0,835.5,175027414,NA,175070644,1,43230
BZ4min,1,0,838,175027414,NA,175070646,1,43232
BZ4min,1,0,840.5,175027414,NA,175070648,1,43234
BZ4min,1,0,836.5,175027414,NA,175070650,1,43236
BZ4min,1,0,834,175027414,NA,175070652,1,43238
BZ4min,1,0,834.5,175027414,NA,175070654,1,43240
BZ4min,1,0,835,175027414,NA,175070656,1,43242
BZ4min,1,0,835,175027414,NA,175070658,1,43244
BZ4min,1,0,835,175027414,NA,175070660,1,43246
BZ4min,1,0,835,175027414,NA,175070662,1,43248
BZ4min,1,0,834,175027414,NA,175070664,1,43250
BZ4min,1,0,833.5,175027414,NA,175070666,1,43252
BZ4min,1,0,833.5,175027414,NA,175070668,1,43254
BZ4min,1,0,832.5,175027414,NA,175070670,1,43256
BZ4min,1,0,830,175027414,NA,175070672,1,43258
BZ4min,1,0,825,175027414,NA,175070674,1,43260
BZ4min,1,0,823.5,175027414,NA,175070676,1,43262
BZ4min,1,0,822,175027414,NA,175070678,1,43264
BZ4min,1,0,822.5,175027414,NA,175070680,1,43266
BZ4min,1,0,821.5,175027414,NA,175070682,1,43268
BZ4min,1,0,819.5,175027414,NA,175070684,1,43270
BZ4min,1,0,817.5,175027414,NA,175070686,1,43272
BZ4min,1,0,818,175027414,NA,175070688,1,43274
BZ4min,1,0,818.5,175027414,NA,175070690,1,43276
BZ4min,1,0,817,175027414,NA,175070692,1,43278
BZ4min,1,0,816,175027414,NA,175070694,1,43280
BZ4min,1,0,814,175027414,NA,175070696,1,43282
BZ4min,1,0,811,175027414,NA,175070698,1,43284
BZ4min,1,0,810,175027414,NA,175070700,1,43286
BZ4min,1,0,811.5,175027414,NA,175070702,1,43288
BZ4min,1,0,810.5,175027414,NA,175070704,1,43290
BZ4min,1,0,808.5,175027414,NA,175070706,1,43292
BZ4min,1,0,808.5,175027414,NA,175070708,1,43294
BZ4min,1,0,807.5,175027414,NA,175070710,1,43296
BZ4min,1,0,806.5,175027414,NA,175070712,1,43298
BZ4min,1,0,805,175027414,NA,175070714,1,43300
BZ4min,1,0,803.5,175027414,NA,175070716,1,43302
BZ4min,1,0,802,175027414,NA,175070718,1,43304
BZ4min,1,0,799.5,175027414,NA,175070720,1,43306
BZ4min,1,0,798,175027414,NA,175070722,1,43308
BZ4min,1,0,795.5,175027414,NA,175070724,1,43310
BZ4min,1,0,792,175027414,NA,175070726,1,43312
BZ4min,1,0,789,175027414,NA,175070728,1,43314
BZ4min,1,0,787,175027414,NA,175070730,1,43316
BZ4min,1,0,785,175027414,NA,175070732,1,43318
BZ4min,1,0,784.5,175027414,NA,175070734,1,43320
BZ4min,1,0,781.5,175027414,NA,175070736,1,43322
BZ4min,1,0,778,175027414,NA,175070738,1,43324
BZ4min,1,0,776,175027414,NA,175070740,1,43326
BZ4min,1,0,775.5,175027414,NA,175070742,1,43328
BZ4min,1,0,774.5,175027414,NA,175070744,1,43330
BZ4min,1,0,772.5,175027414,NA,175070746,1,43332
BZ4min,1,0,771,175027414,NA,175070748,1,43334
BZ4min,1,0,769,175027414,NA,175070750,1,43336
BZ4min,1,0,766.5,175027414,NA,175070752,1,43338
BZ4min,1,0,765,175027414,NA,175070754,1,43340
BZ4min,1,0,764.5,175027414,NA,175070756,1,43342
BZ4min,1,0,765,175027414,NA,175070758,1,43344
BZ4min,1,0,763,175027414,NA,175070760,1,43346
BZ4min,1,0,761,175027414,NA,175070762,1,43348
BZ4min,1,0,761,175027414,NA,175070764,1,43350
BZ4min,1,0,759.5,175027414,NA,175070766,1,43352
BZ4min,1,0,757.5,175027414,NA,175070768,1,43354
BZ4min,1,0,757.5,175027414,NA,175070770,1,43356
BZ4min,1,0,756.5,175027414,NA,175070772,1,43358
BZ4min,1,0,755.5,175027414,NA,175070774,1,43360
BZ4min,1,0,755.5,175027414,NA,175070776,1,43362
BZ4min,1,0,754.5,175027414,NA,175070778,1,43364
BZ4min,1,0,751.5,175027414,NA,175070780,1,43366
BZ4min,1,0,747.5,175027414,NA,175070782,1,43368
BZ4min,1,0,746,175027414,NA,175070784,1,43370
BZ4min,1,0,745,175027414,NA,175070786,1,43372
BZ4min,1,0,743,175027414,NA,175070788,1,43374
BZ4min,1,0,741,175027414,NA,175070790,1,43376
BZ4min,1,0,740,175027414,NA,175070792,1,43378
BZ4min,1,0,738.5,175027414,NA,175070794,1,43380
BZ4min,1,0,738,175027414,NA,175070796,1,43382
BZ4min,1,0,737,175027414,NA,175070798,1,43384
BZ4min,1,0,736.5,175027414,NA,175070800,1,43386
BZ4min,1,0,735,175027414,NA,175070802,1,43388
BZ4min,1,0,733,175027414,NA,175070804,1,43390
BZ4min,1,0,729,175027414,NA,175070806,1,43392
BZ4min,1,0,727.5,175027414,NA,175070808,1,43394
BZ4min,1,0,727,175027414,NA,175070810,1,43396
BZ4min,1,0,726,175027414,NA,175070812,1,43398
BZ4min,1,0,725.5,175027414,NA,175070814,1,43400
BZ4min,1,0,723.5,175027414,NA,175070816,1,43402
BZ4min,1,0,721.5,175027414,NA,175070818,1,43404
BZ4min,1,0,720.5,175027414,NA,175070820,1,43406
BZ4min,1,0,720,175027414,NA,175070822,1,43408
BZ4min,1,0,719,175027414,NA,175070824,1,43410
BZ4min,1,0,719.5,175027414,NA,175070826,1,43412
BZ4min,1,0,719,175027414,NA,175070828,1,43414
BZ4min,1,0,718.5,175027414,NA,175070830,1,43416
BZ4min,1,0,717.5,175027414,NA,175070832,1,43418
BZ4min,1,0,715.5,175027414,NA,175070834,1,43420
BZ4min,1,0,714,175027414,NA,175070836,1,43422
BZ4min,1,0,714.5,175027414,NA,175070838,1,43424
BZ4min,1,0,713.5,175027414,NA,175070840,1,43426
BZ4min,1,0,712.5,175027414,NA,175070842,1,43428
BZ4min,1,0,709.5,175027414,NA,175070844,1,43430
BZ4min,1,0,709,175027414,NA,175070846,1,43432
BZ4min,1,0,708,175027414,NA,175070848,1,43434
BZ4min,1,0,706.5,175027414,NA,175070850,1,43436
BZ4min,1,0,707,175027414,NA,175070852,1,43438
BZ4min,1,0,705.5,175027414,NA,175070854,1,43440
BZ4min,1,0,702.5,175027414,NA,175070856,1,43442
BZ4min,1,0,700.5,175027414,NA,175070858,1,43444
BZ4min,1,0,700,175027414,NA,175070860,1,43446
BZ4min,1,0,700.5,175027414,NA,175070862,1,43448
BZ4min,1,0,700,175027414,NA,175070864,1,43450
BZ4min,1,0,700,175027414,NA,175070866,1,43452
BZ4min,1,0,698,175027414,NA,175070868,1,43454
BZ4min,1,0,696.5,175027414,NA,175070870,1,43456
BZ4min,1,0,695.5,175027414,NA,175070872,1,43458
BZ4min,1,0,696,175027414,NA,175070874,1,43460
BZ4min,1,0,695,175027414,NA,175070876,1,43462
BZ4min,1,0,692.5,175027414,NA,175070878,1,43464
BZ4min,1,0,693,175027414,NA,175070880,1,43466
BZ4min,1,0,692.5,175027414,NA,175070882,1,43468
BZ4min,1,0,693.5,175027414,NA,175070884,1,43470
BZ4min,1,0,696,175027414,NA,175070886,1,43472
BZ4min,1,0,697,175027414,NA,175070888,1,43474
BZ4min,1,0,696.5,175027414,NA,175070890,1,43476
BZ4min,1,0,695.5,175027414,NA,175070892,1,43478
BZ4min,1,0,695,175027414,NA,175070894,1,43480
BZ4min,1,0,694,175027414,NA,175070896,1,43482
BZ4min,1,0,692.5,175027414,NA,175070898,1,43484
BZ4min,1,0,694,175027414,NA,175070900,1,43486
BZ4min,1,0,694,175027414,NA,175070902,1,43488
BZ4min,1,0,693,175027414,NA,175070904,1,43490
BZ4min,1,0,691.5,175027414,NA,175070906,1,43492
BZ4min,1,0,688.5,175027414,NA,175070908,1,43494
BZ4min,1,0,688.5,175027414,NA,175070910,1,43496
BZ4min,1,0,689.5,175027414,NA,175070912,1,43498
BZ4min,1,0,690,175027414,NA,175070914,1,43500
BZ4min,1,0,690.5,175027414,NA,175070916,1,43502
BZ4min,1,0,690.5,175027414,NA,175070918,1,43504
BZ4min,1,0,691,175027414,NA,175070920,1,43506
BZ4min,1,0,689.5,175027414,NA,175070922,1,43508
BZ4min,1,0,688,175027414,NA,175070924,1,43510
BZ4min,1,0,688.5,175027414,NA,175070926,1,43512
BZ4min,1,0,688.5,175027414,NA,175070928,1,43514
BZ4min,1,0,690.5,175027414,NA,175070930,1,43516
BZ4min,1,0,690.5,175027414,NA,175070932,1,43518
BZ4min,1,0,690.5,175027414,NA,175070934,1,43520
BZ4min,1,0,693.5,175027414,NA,175070936,1,43522
BZ4min,1,0,695,175027414,NA,175070938,1,43524
BZ4min,1,0,694.5,175027414,NA,175070940,1,43526
BZ4min,1,0,695.5,175027414,NA,175070942,1,43528
BZ4min,1,0,695.5,175027414,NA,175070944,1,43530
BZ4min,1,0,696.5,175027414,NA,175070946,1,43532
BZ4min,1,0,696.5,175027414,NA,175070948,1,43534
BZ4min,1,0,695.5,175027414,NA,175070950,1,43536
BZ4min,1,0,695,175027414,NA,175070952,1,43538
BZ4min,1,0,696,175027414,NA,175070954,1,43540
BZ4min,1,0,695,175027414,NA,175070956,1,43542
BZ4min,1,0,696.5,175027414,NA,175070958,1,43544
BZ4min,1,0,697,175027414,NA,175070960,1,43546
BZ4min,1,0,696.5,175027414,NA,175070962,1,43548
BZ4min,1,0,696.5,175027414,NA,175070964,1,43550
BZ4min,1,0,697,175027414,NA,175070966,1,43552
BZ4min,1,0,696.5,175027414,NA,175070968,1,43554
BZ4min,1,0,697,175027414,NA,175070970,1,43556
BZ4min,1,0,700,175027414,NA,175070972,1,43558
BZ4min,1,0,701,175027414,NA,175070974,1,43560
BZ4min,1,0,700,175027414,NA,175070976,1,43562
BZ4min,1,0,701.5,175027414,NA,175070978,1,43564
BZ4min,1,0,702,175027414,NA,175070980,1,43566
BZ4min,1,0,701.5,175027414,NA,175070982,1,43568
BZ4min,1,0,701.5,175027414,NA,175070984,1,43570
BZ4min,1,0,702,175027414,NA,175070986,1,43572
BZ4min,1,0,702.5,175027414,NA,175070988,1,43574
BZ4min,1,0,702.5,175027414,NA,175070990,1,43576
BZ4min,1,0,706,175027414,NA,175070992,1,43578
BZ4min,1,0,707.5,175027414,NA,175070994,1,43580
BZ4min,1,0,708,175027414,NA,175070996,1,43582
BZ4min,1,0,707,175027414,NA,175070998,1,43584
BZ4min,1,0,707.5,175027414,NA,175071000,1,43586
BZ4min,1,0,708,175027414,NA,175071002,1,43588
BZ4min,1,0,707,175027414,NA,175071004,1,43590
BZ4min,1,0,707.5,175027414,NA,175071006,1,43592
BZ4min,1,0,708,175027414,NA,175071008,1,43594
BZ4min,1,0,709.5,175027414,NA,175071010,1,43596
BZ4min,1,0,712,175027414,NA,175071012,1,43598
BZ4min,1,0,714,175027414,NA,175071014,1,43600
BZ4min,1,0,714.5,175027414,NA,175071016,1,43602
BZ4min,1,0,716,175027414,NA,175071018,1,43604
BZ4min,1,0,716.5,175027414,NA,175071020,1,43606
BZ4min,1,0,717.5,175027414,NA,175071022,1,43608
BZ4min,1,0,721.5,175027414,NA,175071024,1,43610
BZ4min,1,0,723,175027414,NA,175071026,1,43612
BZ4min,1,0,721.5,175027414,NA,175071028,1,43614
BZ4min,1,0,721.5,175027414,NA,175071030,1,43616
BZ4min,1,0,723,175027414,NA,175071032,1,43618
BZ4min,1,0,723.5,175027414,NA,175071034,1,43620
BZ4min,1,0,724.5,175027414,NA,175071036,1,43622
BZ4min,1,0,726.5,175027414,NA,175071038,1,43624
BZ4min,1,0,730,175027414,NA,175071040,1,43626
BZ4min,1,0,732,175027414,NA,175071042,1,43628
BZ4min,1,0,733,175027414,NA,175071044,1,43630
BZ4min,1,0,732.5,175027414,NA,175071046,1,43632
BZ4min,1,0,733.5,175027414,NA,175071048,1,43634
BZ4min,1,0,734.5,175027414,NA,175071050,1,43636
BZ4min,1,0,735.5,175027414,NA,175071052,1,43638
BZ4min,1,0,734.5,175027414,NA,175071054,1,43640
BZ4min,1,0,735,175027414,NA,175071056,1,43642
BZ4min,1,0,737.5,175027414,NA,175071058,1,43644
BZ4min,1,0,740.5,175027414,NA,175071060,1,43646
BZ4min,1,0,742,175027414,NA,175071062,1,43648
BZ4min,1,0,744,175027414,NA,175071064,1,43650
BZ4min,1,0,745.5,175027414,NA,175071066,1,43652
BZ4min,1,0,746.5,175027414,NA,175071068,1,43654
BZ4min,1,0,749,175027414,NA,175071070,1,43656
BZ4min,1,0,750.5,175027414,NA,175071072,1,43658
BZ4min,1,0,751.5,175027414,NA,175071074,1,43660
BZ4min,1,0,753,175027414,NA,175071076,1,43662
BZ4min,1,0,753,175027414,NA,175071078,1,43664
BZ4min,1,0,754,175027414,NA,175071080,1,43666
BZ4min,1,0,757,175027414,NA,175071082,1,43668
BZ4min,1,0,760,175027414,NA,175071084,1,43670
BZ4min,1,0,762,175027414,NA,175071086,1,43672
BZ4min,1,0,763,175027414,NA,175071088,1,43674
BZ4min,1,0,763,175027414,NA,175071090,1,43676
BZ4min,1,0,762.5,175027414,NA,175071092,1,43678
BZ4min,1,0,764,175027414,NA,175071094,1,43680
BZ4min,1,0,766.5,175027414,NA,175071096,1,43682
BZ4min,1,0,768,175027414,NA,175071098,1,43684
BZ4min,1,0,769,175027414,NA,175071100,1,43686
BZ4min,1,0,769,175027414,NA,175071102,1,43688
BZ4min,1,0,772,175027414,NA,175071104,1,43690
BZ4min,1,0,775,175027414,NA,175071106,1,43692
BZ4min,1,0,774.5,175027414,NA,175071108,1,43694
BZ4min,1,0,774,175027414,NA,175071110,1,43696
BZ4min,1,0,775.5,175027414,NA,175071112,1,43698
BZ4min,1,0,778,175027414,NA,175071114,1,43700
BZ4min,1,0,779.5,175027414,NA,175071116,1,43702
BZ4min,1,0,780,175027414,NA,175071118,1,43704
BZ4min,1,0,780.5,175027414,NA,175071120,1,43706
BZ4min,1,0,784,175027414,NA,175071122,1,43708
BZ4min,1,0,787,175027414,NA,175071124,1,43710
BZ4min,1,0,787.5,175027414,NA,175071126,1,43712
BZ4min,1,0,788,175027414,NA,175071128,1,43714
BZ4min,1,0,789.5,175027414,NA,175071130,1,43716
BZ4min,1,0,790.5,175027414,NA,175071132,1,43718
BZ4min,1,0,792,175027414,NA,175071134,1,43720
BZ4min,1,0,794,175027414,NA,175071136,1,43722
BZ4min,1,0,797,175027414,NA,175071138,1,43724
BZ4min,1,0,798,175027414,NA,175071140,1,43726
BZ4min,1,0,796.5,175027414,NA,175071142,1,43728
BZ4min,1,0,796.5,175027414,NA,175071144,1,43730
BZ4min,1,0,797,175027414,NA,175071146,1,43732
BZ4min,1,0,797.5,175027414,NA,175071148,1,43734
BZ4min,1,0,801,175027414,NA,175071150,1,43736
BZ4min,1,0,804,175027414,NA,175071152,1,43738
BZ4min,1,0,806,175027414,NA,175071154,1,43740
BZ4min,1,0,806,175027414,NA,175071156,1,43742
BZ4min,1,0,808.5,175027414,NA,175071158,1,43744
BZ4min,1,0,809,175027414,NA,175071160,1,43746
BZ4min,1,0,811,175027414,NA,175071162,1,43748
BZ4min,1,0,812.5,175027414,NA,175071164,1,43750
BZ4min,1,0,812,175027414,NA,175071166,1,43752
BZ4min,1,0,812,175027414,NA,175071168,1,43754
BZ4min,1,0,812.5,175027414,NA,175071170,1,43756
BZ4min,1,0,813.5,175027414,NA,175071172,1,43758
BZ4min,1,0,817.5,175027414,NA,175071174,1,43760
BZ4min,1,0,820.5,175027414,NA,175071176,1,43762
BZ4min,1,0,823.5,175027414,NA,175071178,1,43764
BZ4min,1,0,823.5,175027414,NA,175071180,1,43766
BZ4min,1,0,823,175027414,NA,175071182,1,43768
BZ4min,1,0,824,175027414,NA,175071184,1,43770
BZ4min,1,0,824.5,175027414,NA,175071186,1,43772
BZ4min,1,0,824,175027414,NA,175071188,1,43774
BZ4min,1,0,823.5,175027414,NA,175071190,1,43776
BZ4min,1,0,823.5,175027414,NA,175071192,1,43778
BZ4min,1,0,824.5,175027414,NA,175071194,1,43780
BZ4min,1,0,827,175027414,NA,175071196,1,43782
BZ4min,1,0,829,175027414,NA,175071198,1,43784
BZ4min,1,0,833,175027414,NA,175071200,1,43786
BZ4min,1,0,835.5,175027414,NA,175071202,1,43788
BZ4min,1,0,837.5,175027414,NA,175071204,1,43790
BZ4min,1,0,835.5,175027414,NA,175071206,1,43792
BZ4min,1,0,835.5,175027414,NA,175071208,1,43794
BZ4min,1,0,838,175027414,NA,175071210,1,43796
BZ4min,1,0,838.5,175027414,NA,175071212,1,43798
BZ4min,1,0,838.5,175027414,NA,175071214,1,43800
BZ4min,1,0,839,175027414,NA,175071216,1,43802
BZ4min,1,0,839,175027414,NA,175071218,1,43804
BZ4min,1,0,839,175027414,NA,175071220,1,43806
BZ4min,1,0,839,175027414,NA,175071222,1,43808
BZ4min,1,0,841,175027414,NA,175071224,1,43810
BZ4min,1,0,842.5,175027414,NA,175071226,1,43812
BZ4min,1,0,843,175027414,NA,175071228,1,43814
BZ4min,1,0,845.5,175027414,NA,175071230,1,43816
BZ4min,1,0,847.5,175027414,NA,175071232,1,43818
BZ4min,1,0,849.5,175027414,NA,175071234,1,43820
BZ4min,1,0,851.5,175027414,NA,175071236,1,43822
BZ4min,1,0,853.5,175027414,NA,175071238,1,43824
BZ4min,1,0,853.5,175027414,NA,175071240,1,43826
BZ4min,1,0,854.5,175027414,NA,175071242,1,43828
BZ4min,1,0,857.5,175027414,NA,175071244,1,43830
BZ4min,1,0,858.5,175027414,NA,175071246,1,43832
BZ4min,1,0,858.5,175027414,NA,175071248,1,43834
BZ4min,1,0,859,175027414,NA,175071250,1,43836
BZ4min,1,0,861.5,175027414,NA,175071252,1,43838
BZ4min,1,0,862,175027414,NA,175071254,1,43840
BZ4min,1,0,861.5,175027414,NA,175071256,1,43842
BZ4min,1,0,863,175027414,NA,175071258,1,43844
BZ4min,1,0,862,175027414,NA,175071260,1,43846
BZ4min,1,0,861,175027414,NA,175071262,1,43848
BZ4min,1,0,862.5,175027414,NA,175071264,1,43850
BZ4min,1,0,863,175027414,NA,175071266,1,43852
BZ4min,1,0,863.5,175027414,NA,175071268,1,43854
BZ4min,1,0,865.5,175027414,NA,175071270,1,43856
BZ4min,1,0,866,175027414,NA,175071272,1,43858
BZ4min,1,0,866.5,175027414,NA,175071274,1,43860
BZ4min,1,0,867,175027414,NA,175071276,1,43862
BZ4min,1,0,867.5,175027414,NA,175071278,1,43864
BZ4min,1,0,868.5,175027414,NA,175071280,1,43866
BZ4min,1,0,868,175027414,NA,175071282,1,43868
BZ4min,1,0,869.5,175027414,NA,175071284,1,43870
BZ4min,1,0,870,175027414,NA,175071286,1,43872
BZ4min,1,0,871.5,175027414,NA,175071288,1,43874
BZ4min,1,0,871.5,175027414,NA,175071290,1,43876
BZ4min,1,0,871.5,175027414,NA,175071292,1,43878
BZ4min,1,0,872,175027414,NA,175071294,1,43880
BZ4min,1,0,872.5,175027414,NA,175071296,1,43882
BZ4min,1,0,875,175027414,NA,175071298,1,43884
BZ4min,1,0,876,175027414,NA,175071300,1,43886
BZ4min,1,0,877,175027414,NA,175071302,1,43888
BZ4min,1,0,878.5,175027414,NA,175071304,1,43890
BZ4min,1,0,880,175027414,NA,175071306,1,43892
BZ4min,1,0,881,175027414,NA,175071308,1,43894
BZ4min,1,0,880.5,175027414,NA,175071310,1,43896
BZ4min,1,0,878.5,175027414,NA,175071312,1,43898
BZ4min,1,0,876.5,175027414,NA,175071314,1,43900
BZ4min,1,0,879,175027414,NA,175071316,1,43902
BZ4min,1,0,880.5,175027414,NA,175071318,1,43904
BZ4min,1,0,880,175027414,NA,175071320,1,43906
BZ4min,1,0,880.5,175027414,NA,175071322,1,43908
BZ4min,1,0,882.5,175027414,NA,175071324,1,43910
BZ4min,1,0,882.5,175027414,NA,175071326,1,43912
BZ4min,1,0,883.5,175027414,NA,175071328,1,43914
BZ4min,1,0,885,175027414,NA,175071330,1,43916
BZ4min,1,0,884,175027414,NA,175071332,1,43918
BZ4min,1,0,884,175027414,NA,175071334,1,43920
BZ4min,1,0,885,175027414,NA,175071336,1,43922
BZ4min,1,0,885.5,175027414,NA,175071338,1,43924
BZ4min,1,0,885,175027414,NA,175071340,1,43926
BZ4min,1,0,886,175027414,NA,175071342,1,43928
BZ4min,1,0,884,175027414,NA,175071344,1,43930
BZ4min,1,0,885,175027414,NA,175071346,1,43932
BZ4min,1,0,886,175027414,NA,175071348,1,43934
BZ4min,1,0,886.5,175027414,NA,175071350,1,43936
BZ4min,1,0,887.5,175027414,NA,175071352,1,43938
BZ4min,1,0,887,175027414,NA,175071354,1,43940
BZ4min,1,0,886,175027414,NA,175071356,1,43942
BZ4min,1,0,886,175027414,NA,175071358,1,43944
BZ4min,1,0,886.5,175027414,NA,175071360,1,43946
BZ4min,1,0,888.5,175027414,NA,175071362,1,43948
BZ4min,1,0,888.5,175027414,NA,175071364,1,43950
BZ4min,1,0,888,175027414,NA,175071366,1,43952
BZ4min,1,0,887.5,175027414,NA,175071368,1,43954
BZ4min,1,0,887.5,175027414,NA,175071370,1,43956
BZ4min,1,0,886,175027414,NA,175071372,1,43958
BZ4min,1,0,884,175027414,NA,175071374,1,43960
BZ4min,1,0,885.5,175027414,NA,175071376,1,43962
BZ4min,1,0,887,175027414,NA,175071378,1,43964
BZ4min,1,0,890,175027414,NA,175071380,1,43966
BZ4min,1,0,890.5,175027414,NA,175071382,1,43968
BZ4min,1,0,888,175027414,NA,175071384,1,43970
BZ4min,1,0,887,175027414,NA,175071386,1,43972
BZ4min,1,0,887.5,175027414,NA,175071388,1,43974
BZ4min,1,0,887,175027414,NA,175071390,1,43976
BZ4min,1,0,887,175027414,NA,175071392,1,43978
BZ4min,1,0,885.5,175027414,NA,175071394,1,43980
BZ4min,1,0,885.5,175027414,NA,175071396,1,43982
BZ4min,1,0,887.5,175027414,NA,175071398,1,43984
BZ4min,1,0,887.5,175027414,NA,175071400,1,43986
BZ4min,1,0,888.5,175027414,NA,175071402,1,43988
BZ4min,1,0,887.5,175027414,NA,175071404,1,43990
BZ4min,1,0,885,175027414,NA,175071406,1,43992
BZ4min,1,0,885,175027414,NA,175071408,1,43994
BZ4min,1,0,886,175027414,NA,175071410,1,43996
BZ4min,1,0,885.5,175027414,NA,175071412,1,43998
BZ4min,1,0,887,175027414,NA,175071414,1,44000
BZ4min,1,0,888.5,175027414,NA,175071416,1,44002
BZ4min,1,0,888.5,175027414,NA,175071418,1,44004
BZ4min,1,0,888,175027414,NA,175071420,1,44006
BZ4min,1,0,889,175027414,NA,175071422,1,44008
